bid_winner,bidders,order_value,tendor_bid_close_date,tendor_discription,tendor_issue_date,tendor_no,tendor_submission_date
ABS BUSINESS SERVICES P. LTD,"[{'S.no': '1', 'Vendor_code': '57724', 'Vendor_name': 'PIPETECH ENGINEERING SOLUTION PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '2', 'Vendor_code': '57725', 'Vendor_name': 'SELLHORN TECHNOMECH MARINE & INFRASTRUCTURE  CONSULT PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'A117', 'Vendor_name': 'ANI INTEGRATED SERVICES LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '~6RF', 'Vendor_name': 'Vegazva Engineering Private Limited', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '5', 'Vendor_code': '~6RM', 'Vendor_name': 'SINCLUS ENGINEERING AND CONSULTING PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': '~9LV', 'Vendor_name': 'RIGHT ADVISORS PRIVATE LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '7', 'Vendor_code': '~9NV', 'Vendor_name': 'ABS BUSINESS SERVICES P. LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '8', 'Vendor_code': '~9QV', 'Vendor_name': 'AARVI ENCON LIMITED (formerly known as AARVI ENCON PVT.LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '9', 'Vendor_code': '~ST', 'Vendor_name': 'Exint Solutions Pvt Ltd', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '10', 'Vendor_code': '~V44', 'Vendor_name': 'SHIMI DESIGNS & CONSULTING ENGINEERS PVT. LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",95562625 INR,17-01-2022,Empanelment of agencies for hiring of Modellers,24-12-2021,LT/8588-000-SE-T-0020/20,01-JUL-2022
SHIMI DESIGNS & CONSULTING ENGINEERS PVT. LTD,"[{'S.no': '1', 'Vendor_code': '57724', 'Vendor_name': 'PIPETECH ENGINEERING SOLUTION PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '2', 'Vendor_code': '57725', 'Vendor_name': 'SELLHORN TECHNOMECH MARINE & INFRASTRUCTURE  CONSULT PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'A117', 'Vendor_name': 'ANI INTEGRATED SERVICES LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '~6RF', 'Vendor_name': 'Vegazva Engineering Private Limited', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '5', 'Vendor_code': '~6RM', 'Vendor_name': 'SINCLUS ENGINEERING AND CONSULTING PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': '~9LV', 'Vendor_name': 'RIGHT ADVISORS PRIVATE LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '7', 'Vendor_code': '~9NV', 'Vendor_name': 'ABS BUSINESS SERVICES P. LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '8', 'Vendor_code': '~9QV', 'Vendor_name': 'AARVI ENCON LIMITED (formerly known as AARVI ENCON PVT.LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '9', 'Vendor_code': '~ST', 'Vendor_name': 'Exint Solutions Pvt Ltd', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '10', 'Vendor_code': '~V44', 'Vendor_name': 'SHIMI DESIGNS & CONSULTING ENGINEERS PVT. LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",41757285 INR,17-01-2022,Empanelment of agencies for hiring of Modellers,24-12-2021,LT/8588-000-SE-T-0020/20,01-JUL-2022
SELLHORN TECHNOMECH MARINE & INFRASTRUCTURE  CONSULT PVT LTD,"[{'S.no': '1', 'Vendor_code': '57724', 'Vendor_name': 'PIPETECH ENGINEERING SOLUTION PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '2', 'Vendor_code': '57725', 'Vendor_name': 'SELLHORN TECHNOMECH MARINE & INFRASTRUCTURE  CONSULT PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'A117', 'Vendor_name': 'ANI INTEGRATED SERVICES LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '~6RF', 'Vendor_name': 'Vegazva Engineering Private Limited', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '5', 'Vendor_code': '~6RM', 'Vendor_name': 'SINCLUS ENGINEERING AND CONSULTING PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': '~9LV', 'Vendor_name': 'RIGHT ADVISORS PRIVATE LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '7', 'Vendor_code': '~9NV', 'Vendor_name': 'ABS BUSINESS SERVICES P. LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '8', 'Vendor_code': '~9QV', 'Vendor_name': 'AARVI ENCON LIMITED (formerly known as AARVI ENCON PVT.LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '9', 'Vendor_code': '~ST', 'Vendor_name': 'Exint Solutions Pvt Ltd', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '10', 'Vendor_code': '~V44', 'Vendor_name': 'SHIMI DESIGNS & CONSULTING ENGINEERS PVT. LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",9328217 INR,17-01-2022,Empanelment of agencies for hiring of Modellers,24-12-2021,LT/8588-000-SE-T-0020/20,01-JUL-2022
ANI INTEGRATED SERVICES LTD,"[{'S.no': '1', 'Vendor_code': '57724', 'Vendor_name': 'PIPETECH ENGINEERING SOLUTION PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '2', 'Vendor_code': '57725', 'Vendor_name': 'SELLHORN TECHNOMECH MARINE & INFRASTRUCTURE  CONSULT PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'A117', 'Vendor_name': 'ANI INTEGRATED SERVICES LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '~6RF', 'Vendor_name': 'Vegazva Engineering Private Limited', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '5', 'Vendor_code': '~6RM', 'Vendor_name': 'SINCLUS ENGINEERING AND CONSULTING PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': '~9LV', 'Vendor_name': 'RIGHT ADVISORS PRIVATE LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '7', 'Vendor_code': '~9NV', 'Vendor_name': 'ABS BUSINESS SERVICES P. LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '8', 'Vendor_code': '~9QV', 'Vendor_name': 'AARVI ENCON LIMITED (formerly known as AARVI ENCON PVT.LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '9', 'Vendor_code': '~ST', 'Vendor_name': 'Exint Solutions Pvt Ltd', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '10', 'Vendor_code': '~V44', 'Vendor_name': 'SHIMI DESIGNS & CONSULTING ENGINEERS PVT. LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",95562625 INR,17-01-2022,Empanelment of agencies for hiring of Modellers,24-12-2021,LT/8588-000-SE-T-0020/20,01-JUL-2022
AARVI ENCON LIMITED (formerly known as AARVI ENCON PVT.LTD.,"[{'S.no': '1', 'Vendor_code': '57724', 'Vendor_name': 'PIPETECH ENGINEERING SOLUTION PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '2', 'Vendor_code': '57725', 'Vendor_name': 'SELLHORN TECHNOMECH MARINE & INFRASTRUCTURE  CONSULT PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'A117', 'Vendor_name': 'ANI INTEGRATED SERVICES LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '~6RF', 'Vendor_name': 'Vegazva Engineering Private Limited', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '5', 'Vendor_code': '~6RM', 'Vendor_name': 'SINCLUS ENGINEERING AND CONSULTING PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': '~9LV', 'Vendor_name': 'RIGHT ADVISORS PRIVATE LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '7', 'Vendor_code': '~9NV', 'Vendor_name': 'ABS BUSINESS SERVICES P. LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '8', 'Vendor_code': '~9QV', 'Vendor_name': 'AARVI ENCON LIMITED (formerly known as AARVI ENCON PVT.LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '9', 'Vendor_code': '~ST', 'Vendor_name': 'Exint Solutions Pvt Ltd', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '10', 'Vendor_code': '~V44', 'Vendor_name': 'SHIMI DESIGNS & CONSULTING ENGINEERS PVT. LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",30161426 INR,17-01-2022,Empanelment of agencies for hiring of Modellers,24-12-2021,LT/8588-000-SE-T-0020/20,01-JUL-2022
SINCLUS ENGINEERING AND CONSULTING PVT LTD,"[{'S.no': '1', 'Vendor_code': '57724', 'Vendor_name': 'PIPETECH ENGINEERING SOLUTION PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '2', 'Vendor_code': '57725', 'Vendor_name': 'SELLHORN TECHNOMECH MARINE & INFRASTRUCTURE  CONSULT PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'A117', 'Vendor_name': 'ANI INTEGRATED SERVICES LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '~6RF', 'Vendor_name': 'Vegazva Engineering Private Limited', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '5', 'Vendor_code': '~6RM', 'Vendor_name': 'SINCLUS ENGINEERING AND CONSULTING PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': '~9LV', 'Vendor_name': 'RIGHT ADVISORS PRIVATE LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '7', 'Vendor_code': '~9NV', 'Vendor_name': 'ABS BUSINESS SERVICES P. LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '8', 'Vendor_code': '~9QV', 'Vendor_name': 'AARVI ENCON LIMITED (formerly known as AARVI ENCON PVT.LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '9', 'Vendor_code': '~ST', 'Vendor_name': 'Exint Solutions Pvt Ltd', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '10', 'Vendor_code': '~V44', 'Vendor_name': 'SHIMI DESIGNS & CONSULTING ENGINEERS PVT. LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",56583940 INR,17-01-2022,Empanelment of agencies for hiring of Modellers,24-12-2021,LT/8588-000-SE-T-0020/20,01-JUL-2022
R K SWAMY BBDO PVT. LTD.,"[{'S.no': '1', 'Vendor_code': '57521', 'Vendor_name': 'Sagacious Advertising and marketing', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '2', 'Vendor_code': '57522', 'Vendor_name': 'Infinity Advertising Services (P) Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '3', 'Vendor_code': '57523', 'Vendor_name': 'EXPRESSION 360 Services India Pvt Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '~Q84', 'Vendor_name': 'Promodome Communications Pvt. Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '5', 'Vendor_code': '~Q85', 'Vendor_name': 'Paramin Advertising & Marketing Associates', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '6', 'Vendor_code': '~Q87', 'Vendor_name': 'Airads Limited', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '7', 'Vendor_code': '~Q88', 'Vendor_name': 'Sharad Advertising P. Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '8', 'Vendor_code': '~Q90', 'Vendor_name': 'SPAN COMMUNICATIONS', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '9', 'Vendor_code': '~Q93', 'Vendor_name': 'NATIONAL ADVERTISING AGENCY', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '10', 'Vendor_code': '~Q95', 'Vendor_name': 'CONCEPT COMMUNICATION LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '11', 'Vendor_code': '~Q99', 'Vendor_name': 'VENTURES ADVERTISING PVT. LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '12', 'Vendor_code': '~R02', 'Vendor_name': 'GOLDMINE ADVERTISING LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '13', 'Vendor_code': '~R04', 'Vendor_name': 'VERMILLION COMMUNICATION PVT. LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '14', 'Vendor_code': '~R05', 'Vendor_name': 'ADFACTORS ADVERTISING', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '15', 'Vendor_code': '~R07', 'Vendor_name': 'PAMM ADVERTISING & MARKETING', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '16', 'Vendor_code': '~R10', 'Vendor_name': 'R K SWAMY BBDO PVT. LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '17', 'Vendor_code': '~~S4', 'Vendor_name': 'ISHA ADVERTISING PRIVATE LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '18', 'Vendor_code': '~~S6', 'Vendor_name': 'SANKET COMMUNICATIONS PRIVATE LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",6000000 INR,03-02-2022,Empanelment of Advertising Agencies,18-01-2022,LT/8589-000-SE-T-0022/33,01-JUL-2022
SANKET COMMUNICATIONS PRIVATE LIMITED,"[{'S.no': '1', 'Vendor_code': '57521', 'Vendor_name': 'Sagacious Advertising and marketing', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '2', 'Vendor_code': '57522', 'Vendor_name': 'Infinity Advertising Services (P) Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '3', 'Vendor_code': '57523', 'Vendor_name': 'EXPRESSION 360 Services India Pvt Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '~Q84', 'Vendor_name': 'Promodome Communications Pvt. Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '5', 'Vendor_code': '~Q85', 'Vendor_name': 'Paramin Advertising & Marketing Associates', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '6', 'Vendor_code': '~Q87', 'Vendor_name': 'Airads Limited', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '7', 'Vendor_code': '~Q88', 'Vendor_name': 'Sharad Advertising P. Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '8', 'Vendor_code': '~Q90', 'Vendor_name': 'SPAN COMMUNICATIONS', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '9', 'Vendor_code': '~Q93', 'Vendor_name': 'NATIONAL ADVERTISING AGENCY', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '10', 'Vendor_code': '~Q95', 'Vendor_name': 'CONCEPT COMMUNICATION LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '11', 'Vendor_code': '~Q99', 'Vendor_name': 'VENTURES ADVERTISING PVT. LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '12', 'Vendor_code': '~R02', 'Vendor_name': 'GOLDMINE ADVERTISING LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '13', 'Vendor_code': '~R04', 'Vendor_name': 'VERMILLION COMMUNICATION PVT. LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '14', 'Vendor_code': '~R05', 'Vendor_name': 'ADFACTORS ADVERTISING', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '15', 'Vendor_code': '~R07', 'Vendor_name': 'PAMM ADVERTISING & MARKETING', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '16', 'Vendor_code': '~R10', 'Vendor_name': 'R K SWAMY BBDO PVT. LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '17', 'Vendor_code': '~~S4', 'Vendor_name': 'ISHA ADVERTISING PRIVATE LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '18', 'Vendor_code': '~~S6', 'Vendor_name': 'SANKET COMMUNICATIONS PRIVATE LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",6000000 INR,03-02-2022,Empanelment of Advertising Agencies,18-01-2022,LT/8589-000-SE-T-0022/33,01-JUL-2022
CONCEPT COMMUNICATION LTD.,"[{'S.no': '1', 'Vendor_code': '57521', 'Vendor_name': 'Sagacious Advertising and marketing', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '2', 'Vendor_code': '57522', 'Vendor_name': 'Infinity Advertising Services (P) Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '3', 'Vendor_code': '57523', 'Vendor_name': 'EXPRESSION 360 Services India Pvt Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '~Q84', 'Vendor_name': 'Promodome Communications Pvt. Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '5', 'Vendor_code': '~Q85', 'Vendor_name': 'Paramin Advertising & Marketing Associates', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '6', 'Vendor_code': '~Q87', 'Vendor_name': 'Airads Limited', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '7', 'Vendor_code': '~Q88', 'Vendor_name': 'Sharad Advertising P. Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '8', 'Vendor_code': '~Q90', 'Vendor_name': 'SPAN COMMUNICATIONS', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '9', 'Vendor_code': '~Q93', 'Vendor_name': 'NATIONAL ADVERTISING AGENCY', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '10', 'Vendor_code': '~Q95', 'Vendor_name': 'CONCEPT COMMUNICATION LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '11', 'Vendor_code': '~Q99', 'Vendor_name': 'VENTURES ADVERTISING PVT. LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '12', 'Vendor_code': '~R02', 'Vendor_name': 'GOLDMINE ADVERTISING LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '13', 'Vendor_code': '~R04', 'Vendor_name': 'VERMILLION COMMUNICATION PVT. LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '14', 'Vendor_code': '~R05', 'Vendor_name': 'ADFACTORS ADVERTISING', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '15', 'Vendor_code': '~R07', 'Vendor_name': 'PAMM ADVERTISING & MARKETING', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '16', 'Vendor_code': '~R10', 'Vendor_name': 'R K SWAMY BBDO PVT. LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '17', 'Vendor_code': '~~S4', 'Vendor_name': 'ISHA ADVERTISING PRIVATE LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '18', 'Vendor_code': '~~S6', 'Vendor_name': 'SANKET COMMUNICATIONS PRIVATE LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",6000000 INR,03-02-2022,Empanelment of Advertising Agencies,18-01-2022,LT/8589-000-SE-T-0022/33,01-JUL-2022
EXPRESSION 360 Services India Pvt Ltd.,"[{'S.no': '1', 'Vendor_code': '57521', 'Vendor_name': 'Sagacious Advertising and marketing', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '2', 'Vendor_code': '57522', 'Vendor_name': 'Infinity Advertising Services (P) Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '3', 'Vendor_code': '57523', 'Vendor_name': 'EXPRESSION 360 Services India Pvt Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '~Q84', 'Vendor_name': 'Promodome Communications Pvt. Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '5', 'Vendor_code': '~Q85', 'Vendor_name': 'Paramin Advertising & Marketing Associates', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '6', 'Vendor_code': '~Q87', 'Vendor_name': 'Airads Limited', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '7', 'Vendor_code': '~Q88', 'Vendor_name': 'Sharad Advertising P. Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '8', 'Vendor_code': '~Q90', 'Vendor_name': 'SPAN COMMUNICATIONS', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '9', 'Vendor_code': '~Q93', 'Vendor_name': 'NATIONAL ADVERTISING AGENCY', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '10', 'Vendor_code': '~Q95', 'Vendor_name': 'CONCEPT COMMUNICATION LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '11', 'Vendor_code': '~Q99', 'Vendor_name': 'VENTURES ADVERTISING PVT. LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '12', 'Vendor_code': '~R02', 'Vendor_name': 'GOLDMINE ADVERTISING LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '13', 'Vendor_code': '~R04', 'Vendor_name': 'VERMILLION COMMUNICATION PVT. LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '14', 'Vendor_code': '~R05', 'Vendor_name': 'ADFACTORS ADVERTISING', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '15', 'Vendor_code': '~R07', 'Vendor_name': 'PAMM ADVERTISING & MARKETING', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '16', 'Vendor_code': '~R10', 'Vendor_name': 'R K SWAMY BBDO PVT. LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '17', 'Vendor_code': '~~S4', 'Vendor_name': 'ISHA ADVERTISING PRIVATE LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '18', 'Vendor_code': '~~S6', 'Vendor_name': 'SANKET COMMUNICATIONS PRIVATE LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",6000000 INR,03-02-2022,Empanelment of Advertising Agencies,18-01-2022,LT/8589-000-SE-T-0022/33,01-JUL-2022
